,hotel_name,rating,room_description,price,location_descirption,long_description
64,Hotel Astoria,8.4,"Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 1,382","Eixample, BarcelonaShow on map1.6 km from centreMetro access","Astoria is just off Barcelona’s Diagonal Avenue, a 5-minute walk from Diagonal Metro Station and Paseo de Gracia Avenue. It features a rooftop pool with views, and a gym.

The Astoria Hotel combines original Art Nouveau features with modern facilities. Air-conditioned rooms have satellite TV, a safe and minibar. They feature wooden floors and free Wi-Fi, and the modern bathrooms come with a hairdryer.

The restaurant at the Astoria offers traditional Catalan cuisine, and room service is available. There is also a terrace and a bar.

There is a 24-hour front desk"
65,Ofelias Hotel 4Sup by Bondia Hotel Group,8.6,"Double or Twin Room
Beds: 1 double or 2 singles","€ 1,842","Eixample, BarcelonaShow on map2 km from centreMetro access","You're eligible for a Genius discount at Ofelias Hotel 4Sup by Bondia Hotel Group! To save at this property, all you have to do is sign in.
Set just off Gran Vía and a 2-minute walk from Plaza Espanya Metro Station and the Fira Exhibition Centre, Ofelias Hotel offers stylish rooms with free Wi-Fi. It features a roof terrace with a seasonal outdoor swimming pool.

Each bright, air-conditioned room at Ofelias Hotel has a flat-screen TV. Each one comes with a private bathroom. A free bottle of water is provided upon arrival.

The hotel has an on-site bar where you can get a drink. There is a range of cafes and bars around Plaza Espanya. Restaurants can be found on Las Ramblas and in the Gothic Quarter, just 4 Metro stops away.

Staff at the reception can give you information about different Slow Travel activities .These include free bicycles on request, allowing you to discover hidden places and enjoy local cultures. .

The Magic Fountains and Montjuïc Park are less than 1 km from the Ofelias, and Las Arenas Shopping centre is just opposite the hotel. The airport bus stops just 200 metres from the hotel. Bicycle rental is available on request from reception."
66,Sercotel Caspe,8.4,"Classic Twin Room
2 single beds","€ 1,265","Eixample, BarcelonaShow on map1.3 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Sercotel Caspe! To save at this property, all you have to do is sign in.
This design hotel is a 5-minute walk from Barcelona’s Arc de Triomf Metro Station and Estació del Nord Bus Station.  It has a gym, and offers free Wi-Fi and free bottled water.

Rooms at the Sercotel Caspe are air-conditioned and soundproofed. They feature satellite TV, a minibar and safe. The private bathroom comes with a hairdryer and amenities.

The Sercotel Caspe has an outdoor terrace, an attractive restaurant and a café-bar. Room service is also available.

The hotel is a short walk from Gaudí's buildings on Passeig de Gràcia Boulevard. Plaza Catalunya is approximately 20 minutes' walk away.

There is a tour desk and 24-hour reception. Car hire is available and there is on-site parking for an extra charge."
67,Hostal Boqueria,8.4,"Double or Twin Room
Beds: 1 double or 2 singles
Only 2 rooms left at this price on our site","€ 1,362","Ciutat Vella, BarcelonaShow on map0.6 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Hostal Boqueria! To save at this property, all you have to do is sign in.
Situated on Barcelona’s Las Ramblas, this guest house is less than 200 metres from Liceu Metro Station. It offers simple, comfortable rooms and has free Wi-Fi access available throughout.

The Hostal Boquería’s functional rooms feature air conditioning and cable TV, as well as heating and a safe. The private bathroom comes with a hairdryer. Rooms with views of the Ramblas are subject to availability.

The Boquería has a 24-hour reception. Guests can also make use of its luggage storage.

The central location makes visiting Barcelona’s sights easy. The Boquería Market is just across the Ramblas. Barcelona Cathedral and the surrounding Gothic Quarter are within 5 minutes’ walk of Hostal Boqueria."
68,MH Apartments S. Familia,8.6,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 75m²
4 beds (2 singles, 1 double, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
Only 3 left at this price on our site","€ 2,310","Eixample, BarcelonaShow on map1.7 km from centreMetro accessBeach nearby","MH Apartments S. Familia are located around 100 metres from Barcelona’s Sagrada Familia Church. The apartments feature balconies, well-equipped kitchens and free Wi-Fi access.

The spacious MH Apartments have contemporary design and offer kitchens with oven, microwave, kettle and toaster. Each apartment has a living area with satellite TV, bathroom and separate bedrooms.

Facilities at the MH include 24-hour customer service, and guests are provided with bed linen, towels and basic cleaning materials.The apartments can arrange car hire and provide tourist information.

The apartments are a 2-minute walk from Sagrada Familia Metro Station and 20 minutes’ walk from Passeig de Gràcia Boulevard. Plaza de Catalunya is a 15-minute Metro journey from the apartments and Sants Train Station is less than 4 km away."
69,You Stylish El Born Apartments,8.4,"One-Bedroom Apartment with Terrace - Carrer de la Diputació
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40m²
1 double bed
Free cancellation
Only 1 left at this price on our site","€ 2,110","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at You Stylish El Born Apartments! To save at this property, all you have to do is sign in.
You Stylish El Born Apartments offer different locations within 15 minutes’ walk of Passeig de Sant Joan and Passeig de Gràcia. The nearest Metro Stations are Tetuán and Girona.

Each striking, modern apartment at You Stylish El Borne has minimalist, contemporary décor. There is free Wi-Fi, air conditioning and a spacious lounge with a flat-screen TV. The kitchen includes a microwave, fridge, a ceramic hob, oven, toaster and a coffee maker.

Several shops, supermarkets and cafes can be found in the surrounding streets. Passeig de Gràcia offers boutques and a range of restaurants.

Sights including La Sagrada Família, Las Ramblas and the Gothic Quarter can be reached easily by Metro."
70,Hotel Nouvel,8.2,"Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
Only 4 rooms left at this price on our site","€ 1,442","Ciutat Vella, BarcelonaShow on map250 m from centreMetro accessBeach nearby","Offering air-conditioned rooms, free WiFi and an on-site restaurant, Hotel Nouvel is located on a pedestrianised street just 100 metres from Barcelona’s Plaza Catalunya Square and the Ramblas.

The hotel features ornate ceilings, cast bronze and crystal lamps, and marble floors, in the style of its 19th-century building.

All rooms come with a flat-screen TV, double-glazed windows and a private bathroom with a bath or shower and a hairdryer. A safe is available to rent.

The hotel’s La Lluna Restaurant serves Mediterranean cuisine. Vending machines with snacks, ice, and drinks, are also available.

Staff at the 24-hour reception can help you arrange car hire, a laundry service and tickets for shows. You will also find luggage storage and a reading room with two computers.

Portal de Angel shopping street is just 2 minutes’ walk away, while Barcelona Cathedral and the Gothic Quarter are a 10-minute walk from Hotel Nouvel."
71,Casa Abamita,8.5,"Standard Interior Studio
Entire studio • 1 bathroom • 22m²
Beds: 1 double or 2 singles
Free cancellation
Only 1 left at this price on our site","€ 1,698","Eixample, BarcelonaShow on map0.6 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Casa Abamita! To save at this property, all you have to do is sign in.
Featuring air conditioning, Casa Abamita offers accommodation in Barcelona. Plaça Catalunya is 600 metres from the property. Free WiFi is offered throughout the property.

The accommodation offers studios and rooms. The studios are equipped with a kitchenette with a ceramic hob. Both roomms and studios have, a  flat-screen TV, microwave and fridge. All have a private bathroom with a hairdryer. Towels and bed linen are featured.

Portal de l'Angel is 600 metres from Casa Abamita, while La Seu, Cathedral of Barcelona is 700 metres away. The nearest airport is Barcelona El Prat Airport, 13 km from Casa Abamita."
72,INNSiDE by Meliá Barcelona Apolo,8.9,"Innside Room
Beds: 1 double or 2 singles","€ 1,620","Sants-Montjuïc, BarcelonaShow on map1.4 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at INNSiDE by Meliá Barcelona Apolo! To save at this property, all you have to do is sign in.
INNSiDE by Meliá Barcelona Apolo is located at the foot of Montjuïc, 7 minutes’ walk from Barcelona’s Ramblas. It offers a 24-hour reception and air-conditioned rooms with WiFi.

Refurbished in 2017, the rooms at INNSiDE by Meliá Barcelona Apolo feature smart décor and wooden floors. Each one has a flat-screen TV, minibar, work desk and a private bathroom with a hairdryer.

The hotel serves a varied buffet breakfast every morning. There is also a snack bar serving light meals in the evenings.

Parallel Metro Station is next to the hotel, connecting you with the Fira Convention Centre in 2 stops."
73,Ilunion Auditori,8.2,"Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation","€ 1,559","Eixample, BarcelonaShow on map1.3 km from centreMetro accessBeach nearby","Situated 10 minutes' walk from the Arc de Triomf Metro and Train Station, the Ilunion Auditori features a rooftop swimming pool 3 m wide by 5 m long and gym. Free WiFi is available throughout.

All modern rooms at the Auditori have wooden floors, air conditioning, a flat-screen TV with satellite channels, and a safe. The private bathrooms include a hairdryer and free toiletries.

This hotel is officially adapted for guests with reduced mobility, accessible rooms are available on request, also for people with auditory and visual impairment.

The Ilunion Auditori serves a daily breakfast and offers à- la-carte dishes made with seasonal products. There is also a special menu for celiac and food intolerant guests. Room service is available during limited hours, and a snack bar is open during the evening. A range of restaurants and bars can be found in the nearby areas of the Eixample, Born and Gothic Quarter.

Guests can enjoy a work out at the gym, which is equipped with cardiovascular equipment. The seasonal rooftop pool, which is surrounded by sun loungers, offers the ideal place for relaxation with stunning views over the city.

Free internet access is available at the computers in the reception area. The famous Barcelona Auditorium is a 5-minute walk away, while the the Sagrada Familia and the Ciutadella Park are 1.5 km away. Underground private parking is available on site for an additional charge.

This hotel is officially adapted for guests with reduced mobility."
74,Ramblas Apartments,8.6,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50m²
2 beds (1 double, 1 sofa bed)
Only 2 left at this price on our site","€ 2,045","Ciutat Vella, BarcelonaShow on map1 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Ramblas Apartments! To save at this property, all you have to do is sign in.
These Modernist apartments enjoy a very central location on Barcelona’s famous Ramblas, within 5 minutes’ walk from Plaza Reial. They have full kitchens and free high-speed WiFi.

Ramblas Apartments all have air conditioning and a lounge and either 1 or 2 bedrooms. They have a bathroom and a kitchen with a hob, fridge and microwave.

The apartments are close to the Gothic Quarter, where you will find plenty of restaurants and tapas bars. You are also within a short walk of many of Barcelona’s main shopping areas, as well as the port. The nearest Metro station is Drassanes, about 5 minutes away."
75,Caledonian,8.6,"Double or Twin Room (1 or 2 adults)
Beds: 1 double or 2 singles
Only 1 room left at this price on our site","€ 1,469","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Caledonian! To save at this property, all you have to do is sign in.
The Caledonian has an ideal setting on Barcelona's Gran Vía, just 5 minutes' walk from Plaza de Catalunya and Las Ramblas. Its rooms include free Wi-Fi internet access.

The air-conditioned rooms at the Caledonian feature simple, attractive décor with wooden floors. Each has a minibar and some rooms offer views of Gran Vía.

The hotel serves a daily buffet breakfast in its dining room. There is a good selection of restaurants within 10 minutes’ walk of the Caledonian.

Universitat Metro Station is just 100 metres from the hotel and connects guests to sights such as Gaudí’s La Perdrera and the Sagrada Familia within 15 minutes.

Guests can make use of services such as the 24-hour front desk and express check-in and check-out. The hotel also has luggage storage."
76,Hotel Omnium,9.2,"Deluxe Double Room
1 double bed
Only 6 rooms left at this price on our site","€ 1,521","Eixample, BarcelonaShow on map0.6 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Hotel Omnium! To save at this property, all you have to do is sign in.
Set in Barcelona, 2.1 km from Somorrostro Beach, Hotel Omnium offers accommodation with a shared lounge, private parking and a terrace. Among the facilities at this property are a concierge service and a tour desk, along with free WiFi throughout the property.

The units at the hotel feature air conditioning, a flat-screen TV with satellite channels, and a private bathroom with a shower. At Hotel Omnium every room has bed linen and towels.

Popular points of interest near the hotel include Tivoli Theatre, Cathedral of Barcelona and Passeig de Gracia. The nearest airport is Barcelona El Prat, 13 km from Hotel Omnium."
77,Hotel Omnium,9.2,"Deluxe Double Room
1 double bed
Only 6 rooms left at this price on our site","€ 1,521","Eixample, BarcelonaShow on map0.6 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Hotel Omnium! To save at this property, all you have to do is sign in.
Set in Barcelona, 2.1 km from Somorrostro Beach, Hotel Omnium offers accommodation with a shared lounge, private parking and a terrace. Among the facilities at this property are a concierge service and a tour desk, along with free WiFi throughout the property.

The units at the hotel feature air conditioning, a flat-screen TV with satellite channels, and a private bathroom with a shower. At Hotel Omnium every room has bed linen and towels.

Popular points of interest near the hotel include Tivoli Theatre, Cathedral of Barcelona and Passeig de Gracia. The nearest airport is Barcelona El Prat, 13 km from Hotel Omnium."
78,Apart-Suites Hostemplo,8.6,"Apart-Suite
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 32m²
1 double bed","€ 2,492","Eixample, BarcelonaShow on map1.5 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Apart-Suites Hostemplo! To save at this property, all you have to do is sign in.
Apart-Suites Hostemplo offers stylish apartments and suites set in 2 beautiful Modernist buildings, 250 metres from Gaudí’s Sagrada Familia. This soundproofed accommodation features free Wi-Fi and a DVD player.

The property offers contemporary décor with wooden floors. The apartments come with air conditioning and heating, as well as a private balcony. Most have views of Sagrada Família. Most of the apartments have a washing machine.

A buffet breakfast with homemade pastries, local produce and freshly squeezed natural orange juice is served daily at Hotel Hostemplo, located 150 meters from the property.

The junior suite features a fridge, microwave and kettle, and it has a TV. Located on the 5th floor, it offers views of Sagrada Família.

In 5 minutes you can walk to Sagrada Família Market, as well as Gaudí Avenue, where there are many restaurants, bars and shops. Barcelona's open-top bus tour route also stops just 3 minutes' walk from the property.

Apart-Suites Hostemplo is situated just metres from Avinguda Diagonal and just 3 minutes' walk from Sagrada Família Metro Station. Casa Batlló and La Pedrera are a 10-minute walk away on Passeig de Gràcia Boulevard, in the city centre."
79,Casa Elliot by Bondia Hotel Group,8.8,"Double or Twin Room
Beds: 1 double or 2 singles","€ 1,817","Eixample, BarcelonaShow on map0.7 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Casa Elliot by Bondia Hotel Group! To save at this property, all you have to do is sign in.
The Casa Elliot by Bondia Hotel Group is located in the centre of Barcelona, less than 10 minutes’ walk from Plaça de Catalunya and Las Ramblas. This stylish hotel features free Wi-Fi access.

Rooms at the Casa Elliot by Bondia Hotel Group feature contemporary décor and balconies or windows, while some also have large private terraces. Each room has a flat-screen TV and air conditioning.

Breakfast is served in the hotel’s buffet-style restaurant. Guests can make use of the Casa Elliot by Bondia Hotel Group’s library, lounge and tour desk.

The Casa Elliot by Bondia Hotel Group is under 200 metres from Universitat Metro Station and is a 10-minute walk from Passeig de Gràcia. El Prat Airport can be reached in 30 minutes, by bus."
80,ibis Styles Barcelona City Bogatell,8.5,"Standard Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site","€ 1,403","Sant Martí, BarcelonaShow on map2.1 km from centreMetro accessBeach nearby","Located in Barcelona, 900 metres from Port Olympic, ibis Styles Barcelona City Bogatell features private parking and free WiFi access. The hotel has an outdoor pool and children's playground, and guests can enjoy a drink at the bar.

A TV is available.

You will find a 24-hour front desk at the property.

You can play table tennis at the hotel. The hotel also offers bike hire. Picasso Museum is 1.5 km from ibis Styles Barcelona City Bogatell, while La Seu, Cathedral of Barcelona is 1.8 km from the property. The nearest airport is Barcelona El Prat Airport, 15 km from ibis Styles Barcelona City Bogatell."
81,Sunotel Central,8.0,"Economy Double Room
1 double bed","€ 1,480","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Sunotel Central! To save at this property, all you have to do is sign in.
Featuring a rooftop swimming pool and hot tub with views of Barcelona, Sunotel Central is set in the centre of Barcelona, just 10 minutes' walk from Plaza Catalunya.

Modern rooms at Sunotel Central include free high-speed WiFi, satellite TV and a private bathroom with a hairdryer and amenities.

Universitat Metro Station is just 200 metres from the hotel. The Ramblas, famous for its street performers, can be reached in 10 minutes by foot.

In the morning guests can enjoy a varied, fresh and healthy full buffet breakfast.

The hotel’s 24-hour reception offers a ticket booking service and luggage storage. There are computers in the lobby which guests can use for free. Meeting rooms are also available."
82,Fisa Rentals Ramblas Apartments,8.5,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 38m²
1 double bed
Only 3 left at this price on our site","€ 1,500","Eixample, BarcelonaShow on map300 m from centreMetro accessBeach nearby","Fisa Rentals Ramblas Apartments is located in central Barcelona, just 250 metres from Plaza Catalunya and the Ramblas. It offers stylish, air-conditioned apartments with free Wi-Fi and flat-screen satellite TV.

The Fisa Rentals apartments feature parquet floors and modern décor. Each one comes with a DVD player, and the kitchen includes a hob, microwave, washing machine and dishwasher.

Gaudí’s Casa Batlló and La Pedrera are about 15 minutes’ walk from the apartments. La Boquería Market and the spectacular Palau de la Música Catalana are within a 10-minute walk. Airport buses leave from Plaza Catalunya."
83,Praktik Bakery,8.6,"Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation","€ 1,478","Eixample, BarcelonaShow on map1.2 km from centreMetro access","Featuring a quality bakery within the hotel, Praktik Bakery hotel is located in Barcelona, 5 minutes' walk from Diagonal Metro. Free Wi-Fi is available.

This modern hotel offers air-conditioned double/twin rooms including a flat-screen TV and private bathroom. Towels and bed linen are provided free.

Guests can enjoy breakfast in the hotel and try the breads and pastries from the hotel's traditional bakery. Other services include provision of beach towels, ticket service for tourist bus, laundry, and airport transfers.

Praktik Bakery hotel is within a short walk of many bars, restaurants and shops. Paseo De Gracia Avenue and Gaudi's La Pedrera are just 250 metres away, and La Sagrada Familia is a 15-minute walk away. Plaza Catalunya Sqaure and Las Ramblas Boulevard is 1.3 km from the hotel."
84,Catalonia Catedral,9.1,"Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 2,209","Ciutat Vella, BarcelonaShow on map450 m from centreMetro accessBeach nearby","You're eligible for a Genius discount at Catalonia Catedral! To save at this property, all you have to do is sign in.
The Catalonia Catedral is set in a traditional Modernist building, just 100 metres from Barcelona Cathedral. It offers free use of Smartphones, Wi-Fi access, a rooftop seasonal pool and a Japanese-style terrace and garden.

The Catedral has stylish rooms, which have contemporary décor. Each has a flat-screen smart TV equipped with Chromecast app, air conditioning, a minibar, a Nespresso machine. A smartphone is available for guests during their stay free of charge.

The hotel’s Ascent Restaurant by Eboca serves Mediterrean cuisine and offers views of the nearby Palacio Pignatelli Art Gallery. There is also a bar in the hotel lobby where guests can use the computers with internet access and printers for free.

The Catalonia Catedral is around 10 minutes’ walk from landmarks such as Las Ramblas and Plaza de Catalunya Square. Barcelona’s Old Port and Marina are less than one kilometre away. Jaume I Metro Station is 5 minutes' walk away."
85,Casa Lolita,8.5,"Standard Double Room with Shared Bathroom
1 double bed
Only 2 rooms left at this price on our site","€ 1,539","Eixample, BarcelonaShow on map0.7 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Casa Lolita! To save at this property, all you have to do is sign in.
Situated in Barcelona, 2.9 km from Somorrostro Beach and 800 metres from the centre, Casa Lolita features air-conditioned accommodation with free WiFi, and a terrace. The property is set 2.9 km from Barceloneta Beach, 1 km from Palau de la Musica Catalana and 700 metres from Tivoli Theatre. The accommodation offers a lift, a shared kitchen and luggage storage for guests.

At the guest house, every unit is fitted with a wardrobe. Some units have a balcony and/or a patio with city or inner courtyard views. All units in the guest house are fitted with a flat-screen TV with streaming services and with satellite channels.

Popular points of interest near the guest house include Passeig de Gracia, Passeig de Gracia Metro Station and Casa Batllo. The nearest airport is Barcelona El Prat Airport, 14 km from Casa Lolita."
86,Yeah Barcelona Hostel,9.0,"Quadruple Bedbunks Room with Bathroom
4 single beds
Only 2 rooms left at this price on our site","€ 2,087","Eixample, BarcelonaShow on map1.5 km from centreMetro access","You're eligible for a Genius discount at Yeah Barcelona Hostel! To save at this property, all you have to do is sign in.
Ideally located, 10 minutes’ walk from both Gaudi’s masterpieces La Pedrera and La Sagrada Familia, Yeah Barcelona Hostel offers free WiFi and 24-hour reception.

All rooms at Yeah Barcelona Hostel come with a private bathroom with shower and bed linen.

A buffet breakfast is served every morning and a dinner including a set menu, is prepared at night at the on-site kitchen. Guests can enjoy the on-site bar.

Many supermarkets are in the surrounding streets; and trendy bars, restaurants and shops can be found on the many public squares in the Gracia District, 15 minutes’ walk away. The closest metro station is Verdaguer, 500 metres away."
87,Hotel Lloret Ramblas,8.0,"Superior Double Room
1 double bed
Only 3 rooms left at this price on our site","€ 1,379","Ciutat Vella, BarcelonaShow on map250 m from centreMetro accessBeach nearby","Hotel Lloret Ramblas is situated on Barcelona’s famous Las Ramblas, just outside Plaza Catalunya Square. It offers a 24-hour reception and air-conditioned rooms with flat-screen satellite TV and free Wi-Fi.

Each functional room at the Lloret Ramblas Hotel features a work desk and a private bathroom with amenities. Some rooms also have a private balcony.

Breakfast is served in Hotel Lloret Ramblas’s beautiful lounge-dining room, which dates from the early 20th century. The reception area has a free PC with internet and a free safe.

Barcelona Cathedral and the MACBA Modern Art Museum are both around 500 metres from Hotel Lloret. Catalunya Metro Station is a 1-minute walk away, and direct airport buses stop within 100 metres."
88,Hostal Central Barcelona,8.5,"Double Room
1 large double bed
Free cancellation
Only 3 rooms left at this price on our site","€ 1,508","Eixample, BarcelonaShow on map1.1 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Hostal Central Barcelona! To save at this property, all you have to do is sign in.
This classically decorated guest house is set in the late 19th-century modernist district of Eixample, in the centre of Barcelona. There is free WiFi available throughout.

Refurbished in 2018, all air-conditioned rooms boast wooden floors, and includes a  smart TV and a free safe. They all have a private bathroom completed with a professional hairdryer.

From Hostal Central Barcelona you can walk into the city centre to explore Gaudi's Modernist monuments, including Casa Batllò, and La Pedrera.

Hostal Central Barcelona is a pleasant place to stay, providing an attractive and artistic interior decor."
89,H10 Casanova,8.6,"Classic Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site","€ 1,703","Eixample, BarcelonaShow on map0.8 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at H10 Casanova! To save at this property, all you have to do is sign in.
The chic H10 Casanova Hotel is centrally located on Barcelona’s Gran Via, a 10-minute walk from Plaza Catalunya and the Rambla. There is a garden spa with whirlpool and steam room.

Featuring contemporary boutique-style décor, the H10 Casanova offers air-conditioned rooms with a satellite TV and free Wi-Fi. There is a minibar and safe, and the modern private bathroom comes with a hairdryer and amenities. Room service is also available.

The on-site Despacio Spa Centre has a Vichy shower, a  steam bath and hot tub; massages as well as facial and body treatments are available on prior request according to the price list.

The hotel has an à la carte restaurant and a trendy café-bar. There is a 24-hour reception, and you can hire a car or bicycle from the tour desk.

Urgell and Universitat Metro Stations are 300 metres away. You can walk to Paseo de Gracia’s designer shops in 10 minutes."
90,Acta Splendid,8.6,"Double or Twin Room
Beds: 1 double or 2 singles
Only 3 rooms left at this price on our site","€ 1,615","Eixample, BarcelonaShow on map0.7 km from centreMetro accessBeach nearby","Acta Splendid is located in central Barcelona, 5 minutes’ walk from Plaza Catalunya and Las Ramblas. It offers 24-hour reception and air-conditioned rooms with satellite TV and free Wi-Fi.

Staff at the Hotel Splendid’s 24-hour reception can help booking tickets for guided tours, live shows and other events. There is also a computer in the lobby that guests can use for free.

There is a public car park 450 metres from the hotel, around a 7-minute walk. You can walk to the Palau de la Música Catalana, a Modernist auditorium and UNESCO World Heritage Site, in 15 minutes.

Gluten-free breakfasts are available upon request."
91,Catalonia Portal de l'Angel,8.7,"Standard Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 1,645","Ciutat Vella, BarcelonaShow on map300 m from centreMetro accessBeach nearby","You're eligible for a Genius discount at Catalonia Portal de l'Angel! To save at this property, all you have to do is sign in.
Housed in a traditional 19th-century building, this hotel is located between Plaza de Catalunya and Barcelona’s Gothic Quarter. It offers free Wi-Fi and an outdoor pool surrounded by painted murals.

The Catalonia Portal de l'Angel maintains much of its original design. It features comfortable rooms with air conditioning, satellite TV and coffee and tea facilities. The private bathrooms come with a hairdryer.

A buffet breakfast is served daily from 07:30 to 11:00 at Catalonia Portal de l'Angel.

The famous Las Ramblas is less than 200 metres away, while Barcelona Cathedral is 100 metres from the hotel. The Portal de l'Angel is just a 5-minute walk from Catalunya Metro and Railway Station."
92,Flateli 430 BCN,7.9,"Loft
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 45m²
2 beds (1 double, 1 sofa bed)
Free cancellation","€ 2,101","Eixample, BarcelonaShow on map1.3 km from centreMetro accessBeach nearby","Featuring free WiFi and air conditioning, 430 BCN Apartments is situated in Barcelona. Sagrada Familia is 600 metres away.

The accommodation has a flat-screen TV. There is also a kitchen, fitted with a microwave and toaster. A fridge and stovetop are also offered, as well as a kettle. There is a private bathroom with a bidet in each unit. Towels and bed linen are available.

Casa Batllo is 1.1 km from 430 BCN Apartments, while La Pedrera is 1.1 km from the property. The nearest airport is Barcelona El Prat Airport, 14 km from the property.

Luggage storage is available and there is a car park nearby which offers special prices to guests."
93,Best Western Premier Hotel Dante,8.7,"Twin Room
Beds: 1 double or 2 singles","€ 1,521","Eixample, BarcelonaShow on map1.2 km from centreMetro access","The Best Western Premier Dante is located in the Eixample district of Barcelona, a few minutes walking from the elegant Paseo de Gracia, Plaza de Catalunya and the famous Pedrera and Casa Batlló. With a functional design, the Hotel has a Lobby Bar, meeting rooms, internet corner and private parking.

The rooms are spacious and daylight. They have free WI-FI connection, coffee maker, electronic safe, LCD satellite TV and air conditioning, as well as a complete bathroom. The Suites are located on the 7th floor and have a large terrace with views of Barcelona.

The Buffet Breakfast offers a wide variety of milk and vegetable drinks, juices, coffees, infusions, pastries and salty. Many of the products served are gluten free. The Hotel's Lobby Bar, serves Mediterranean cuisine, both for lunch and dinner. It is also possible to taste an aperitif.
The Hotel also has 4 fully equipped meeting rooms and private parking, as well as free Wi-Fi in rooms and common areas.

It is about 20 minutes away by car from Barcelona airport and 10 from the AVE station."
94,Barcelona House,7.9,"Double or Twin Room
2 single beds
Breakfast included
Free cancellation
Only 1 room left at this price on our site","€ 1,580","Ciutat Vella, BarcelonaShow on map1 km from centreMetro accessBeach nearby","You're eligible for a Genius discount at Barcelona House! To save at this property, all you have to do is sign in.
Barcelona House Hotel is in Barcelona’s Gothic Quarter, 80 metres from the Ramblas. The hotel offers modern, air-conditioned rooms with wooden floors, free wired internet and a flat-screen TV.

Barcelona Cathedral and the Boquería Market are 500 metres away. The port and Maremagnum Shopping Centre are a 10-minute walk from the hotel. You can walk to Barceloneta Beach in 20 minutes or take a bus.

Rooms are also heated and have a safe. The private bathrooms come with a hairdryer.

There are many bars, restaurants and galleries near the Barcelona House. The Picasso Museum and fashionable Borne district are a 10-minute walk away.

There is a 24-hour front desk and luggage storage is available."
95,Catalonia Passeig de Gràcia 4* Sup,9.0,"Double or Twin Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property","€ 1,749","Eixample, BarcelonaShow on map350 m from centreMetro accessBeach nearby","You're eligible for a Genius discount at Catalonia Passeig de Gràcia 4* Sup! To save at this property, all you have to do is sign in.
Located next to Barcelona’s Passeig de Gracia Boulevard, Catalonia Passeig de Gràcia 4* Sup offers an outdoor pool, a free gym, a terrace, free Wi-Fi and paid private parking.

All the rooms at Catalonia Passeig de Gràcia 4* Sup has a smart TV with Chromecast app.

The restaurant offers Mediterranean cuisine with a selection of dishes from the ""Gourmet Corner"" menu. Gluten-free menus are available on request.

There is also a gastrobar and a bar with a cocktail menu. An electric vehicle charging station is available.

The property is 500 metres from Gaudí’s Casa Batlló, 200 metres from Passeig de Gràcia Metro Station, 13-minute walk from La Pedrera and 7-minute walk from Palau de la Música Catalana. Airport buses can be reached within 350 metres.

Airport buses leave from Plaza Catalunya, located 350 metres away."
